date,user,is_retweet,is_quote,text,quoted_text,,,,,,,,,,,
2. Invalidating Identity, translation = not accepting liberal ideology.,,,,,,,,,,,,,,,
2021-03-17 02:19:12,HoosierVladdy,False,False,@FPWellman No surprise that the racist and despicable Mercers are behind a platform that purveys hate speech.,,,,,,,,,,,,
2021-03-17 02:19:21,ntkk_enba,True,False,RT @Horamiji: ไอโอลงแท็ก saveบางกลอย นี่ไม่ไหวว่ะ มึงรับงานโจมตีทางการเมืองก็เหี้ยแล้ว รับงานด้อยค่าวิถีชีวิตคนชาติพันธุ์ นี่มึงเหี้ยเกิน แ…,,,,,,,,,,,,
2021-03-17 02:19:58,anothercol,True,False,RT @ZachariusD: i'm not gonna rt that Steven Crowder video making the rounds today because it fucking sucks. however, today seems like a pr…,,,,,,,,,,,
2021-03-17 02:20:08,TornadoKirby,True,False,RT @gaywonk: Thinking about how, after every big genocide, humans realize that “free speech” is not a good defense of hate speech and decid…,,,,,,,,,,
2021-03-17 02:20:15,ABokru,True,False,RT @SirakBahlbi: The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a specta…,,,,,,,,,,
2021-03-17 02:20:17,ReimTopher,False,True,🤣🤣🤣🤣🤣,@ReimTopher @Taco_LV 🙋,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"We're probably all getting banned for ""hate speech."" Oh", well. 🤷,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
#StraightPride,,,,,,,,,,,,,,,,
2021-03-17 02:20:26,croydonruntings,True,True,RT @allgroovydude: I’m not surprised that Steven Crowder did this incredibly racist segment, I’m surprised Steven Crowder did a segment tha…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 02:20:30,starkillerqueen,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:20:33,KIRISKITTY,False,True,excuse me WHAT,you are neither middle eastern nor muslim. stop being performative when u avidly participate in hate speech 😕 https://t.co/wdRVoZ5EPd,,,,,,,,,,,
2021-03-17 02:20:36,britany_murphs,True,False,RT @POC_Culture: I’m sick. Every evening my dad goes for a walk around the neighborhood they’ve lived in for over 20 years and I’m terrifie…,,,,,,,,,,,,
2021-03-17 02:20:37,CeeJayT07381069,True,True,RT @KrisColvin: If ANYONE in earshot uses the hate speech “China virus” or whatever LOUDLY give them a piece of your mind. Don’t let people…,Stand up for the Asian community! They're going through it right now. It's evil. Don't let evil prevail,,,,,,,,,,,
2021-03-17 02:20:53,KanyeProbSaid,False,False,I hate the world is the most was in my Grammy Speech. I'm the most important cultural figure in life is fun all is a living,,,,,,,,,,,,
2021-03-17 02:20:55,PhyoPai10007923,True,False,RT @nslwin: Dear @jack @TwitterSupport @Twitter - please remove/ban @Aye_NeWin account. His accounts on Facebook, Instagram &amp, TikTok had be…,,,,,,,,,,
2021-03-17 02:21:02,MaryKeithBare1,True,False,RT @MshellButtercup: @JRehling Lauren Boebert was using the racist trope of China virus not ten hours ago. I reported it but it remained.,,,,,,,,,,,,
S…,,,,,,,,,,,,,,,,
2021-03-17 02:21:05,jensmyth,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:21:12,Normal_Matt,False,True,A couple days ago @YouTube removed my video making fun of a racist for hate speech but Steven Crowder is totally chill I guess.,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 02:21:23,jerememe13,False,True,i hate free speech,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 02:21:25,AnimaLoverF,True,False,RT @JournalistJG: @TeaPainUSA #DontheCon is still making headlines for his rank lies, hate speech, racism &amp, incitement of #Insurrection &amp, W…,,,,,,,,
2021-03-17 02:21:27,TaylorMadeBride,False,True,Preach!!!,This is for the slow people in the back...Free speech is NOT hate speech! If you don’t have something nice to say then shut the fukk up!,,,,,,,,,,,
2021-03-17 02:21:34,KeismanPhil,False,False,Cancel culture is when hate speech against a particular minority is so prevalent and casual that when a domestic terrorist targets that group we’re not sure if he was inspiredby the news warmongers or the former head of state. 7people are gone, that’s bigger than your book deal.,,,,,,,,,,,
2021-03-17 02:21:35,jaykhuncho,True,True,RT @allgroovydude: I’m not surprised that Steven Crowder did this incredibly racist segment, I’m surprised Steven Crowder did a segment tha…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 02:21:35,Subudhi1,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:21:44,LongTimeAmy,True,False,RT @dhershiser: This is for the slow people in the back...Free speech is NOT hate speech! If you don’t have something nice to say then shut…,,,,,,,,,,,,
2021-03-17 02:22:11,BarbL219,True,False,RT @WalterVarney5: @ResusCGMedia @RcRegalstarfire Tucker Carlson is proof positive that free speech has limits. We must inact severe penalt…,,,,,,,,,,,,
2021-03-17 02:22:14,tirghrathoir,True,False,RT @dhershiser: This is for the slow people in the back...Free speech is NOT hate speech! If you don’t have something nice to say then shut…,,,,,,,,,,,,
2021-03-17 02:22:14,KevinMosleyTalk,True,True,RT @ProfMSinha: This is horrific. We saw it coming with all the anti Asian rhetoric by Trump and Trumpsters. I hope this is a wake up call…,7 people were killed at multiple Atlanta area spas including 4 who appear to be Asian women. This comes amid a rise in racist attacks against Asian Americans in recent months. Developing story @CNN,,,,,,,,,,,
2021-03-17 02:22:32,idegaf_xo,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 02:22:33,Hey_notmeus,False,True,Hi please go report Crowders actual youtube channel for hate speech and select his most recent video. He is disgusting and shouldn’t make money off this shit.,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 02:22:44,Mecha_Man1025,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:22:52,trueloveskth,True,True,RT @joonality: you are neither middle eastern nor muslim. stop being performative when u avidly participate in hate speech 😕 https://t.co/w…,if B*S fans used their energy to educate people on what they fight for, instead of outright harrassing other fans/artists/anyone who disagrees with them basically with misogynistic + homophobic remarks, then maybe they’d be taken a little bit more seriously 😞,,,,,,,,,
2021-03-17 02:22:53,PeaceNow19,False,False,@NPR This is horrible. Americans killing Asian Americans. This is the result of hate speech and stupidity that Trump spewed for 4 years. Come together Americans before it’s too late. Love one another. Anything less you work for evil. #Christian #Buddhism #Georgia #Judaism #Islam,,,,,,,,,,,,
2021-03-17 02:22:54,ABokru,True,True,RT @HijiwunMekete: Nothing good would expected from the #TPLF’s minions. GAME OVER! The fabricators of the #Axumfiction #TPLFLies #EritreaP…,The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a spectacle. Amongst the hate speech, De Waal went as far as warning #Ethiopians will go back to the 80s known for starvation after #TPLF , #Ethiopia #EritreaPrevails,,,,,,,
2021-03-17 02:22:59,jeffAndersonUSN,True,False,RT @PonderosaOHJC: @shannonrwatts @brainboomr22 that people are involved in. Hate and violence can not be allowed to win. Hate filled speec…,,,,,,,,,,,,
2021-03-17 02:23:08,gracemtz93,True,False,RT @nslwin: Dear @jack @TwitterSupport @Twitter - please remove/ban @Aye_NeWin account. His accounts on Facebook, Instagram &amp, TikTok had be…,,,,,,,,,,
2021-03-17 02:23:09,DeansherryS,True,False,RT @JournalistJG: @TeaPainUSA #DontheCon is still making headlines for his rank lies, hate speech, racism &amp, incitement of #Insurrection &amp, W…,,,,,,,,
2021-03-17 02:23:16,mrcroft92,True,False,RT @gaywonk: Thinking about how, after every big genocide, humans realize that “free speech” is not a good defense of hate speech and decid…,,,,,,,,,,
2021-03-17 02:23:16,kaitou_ace,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:23:23,AndrewPSegal,False,False,@IrelandEmbUSA In America the woke whites consider this hate speech and racist.,,,,,,,,,,,,
2021-03-17 02:23:25,KellyPine12,True,True,RT @KrisColvin: If ANYONE in earshot uses the hate speech “China virus” or whatever LOUDLY give them a piece of your mind. Don’t let people…,Stand up for the Asian community! They're going through it right now. It's evil. Don't let evil prevail,,,,,,,,,,,
2021-03-17 02:23:26,OhMiUhh,True,False,RT @ItsZaeOk: this white boy posted his food on his instagram and captioned it, “it’s busting.” i feel like that should be considered hate…,,,,,,,,,,,
2021-03-17 02:23:27,JoelSatre,True,True,RT @Hey_notmeus: Hi please go report Crowders actual youtube channel for hate speech and select his most recent video. He is disgusting and…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 02:23:30,puppysuit,True,False,RT @ResisttrumpBlue: @chopinsheart @CaslerNoel Unfortunately, it seems that unless they are financially impacted they will not stop their h…,,,,,,,,,,,
2021-03-17 02:23:36,ellouelle,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:23:41,BlueGangsta64,True,False,RT @dhershiser: This is for the slow people in the back...Free speech is NOT hate speech! If you don’t have something nice to say then shut…,,,,,,,,,,,,
2021-03-17 02:23:49,POC_Culture,False,True,“KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of people for a worldwide pandemic has consequences. ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Don’t ever turn a blind eye to casual racism. IT KILLS PEOPLE.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
#StopAsianHate #StopAAPIHate #HateisaVirus,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:23:53,tapati,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:24:04,eshaLegal,False,True,Banned content = Nazi symbols and hate speech.,Russia's state communications watchdog, Roskomnadzor, has threatened to block Twitter in a month's time if the social-media network doesn't begin removing banned content.,,,,,,,,,
https://t.co/9dyLGvGLnJ,,,,,,,,,,,,,,,,
2021-03-17 02:24:07,shinosheath,False,False,@itaruism colonialism is technically the cause of widespread discrimination and hate speech as we know it but the world is not ready to unpack that yet,,,,,,,,,,,,
2021-03-17 02:24:08,mayleechai,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:24:10,ellenlypink,True,False,"RT @BleacherReport: ""We're tired of our pain being overlooked.""",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
@JLin7 speaks on the rise of hate speech and racist attacks against Asian…,,,,,,,,,,,,,,,,
2021-03-17 02:24:19,jysnarene,True,False,RT @Horamiji: ไอโอลงแท็ก saveบางกลอย นี่ไม่ไหวว่ะ มึงรับงานโจมตีทางการเมืองก็เหี้ยแล้ว รับงานด้อยค่าวิถีชีวิตคนชาติพันธุ์ นี่มึงเหี้ยเกิน แ…,,,,,,,,,,,,
2021-03-17 02:24:21,Khine00050155,True,False,RT @NabyD2: Dear @jack @TwitterSupport @Twitter - please remove/ban @Aye_NeWin account. His accounts on Facebook, Instagram &amp, TikTok had be…,,,,,,,,,,
2021-03-17 02:24:21,ian_and_corgi,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:24:24,MaryBra10993926,True,False,RT @PonderosaOHJC: @shannonrwatts @brainboomr22 that people are involved in. Hate and violence can not be allowed to win. Hate filled speec…,,,,,,,,,,,,
2021-03-17 02:24:25,CallieJoSwaim,False,True,why aren’t we canceling this type of hate speech??? violence has been incited,Colorado green chile is better than New Mexico green chile,,,,,,,,,,,
2021-03-17 02:24:26,ymkpopper,True,True,RT @joonality: you are neither middle eastern nor muslim. stop being performative when u avidly participate in hate speech 😕 https://t.co/w…,if B*S fans used their energy to educate people on what they fight for, instead of outright harrassing other fans/artists/anyone who disagrees with them basically with misogynistic + homophobic remarks, then maybe they’d be taken a little bit more seriously 😞,,,,,,,,,
2021-03-17 02:24:30,chcichiari,True,True,RT @joonality: you are neither middle eastern nor muslim. stop being performative when u avidly participate in hate speech 😕 https://t.co/w…,if B*S fans used their energy to educate people on what they fight for, instead of outright harrassing other fans/artists/anyone who disagrees with them basically with misogynistic + homophobic remarks, then maybe they’d be taken a little bit more seriously 😞,,,,,,,,,
2021-03-17 02:24:33,RonSeoulOh,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:24:35,Kae_DidThat,True,True,RT @joonality: you are neither middle eastern nor muslim. stop being performative when u avidly participate in hate speech 😕 https://t.co/w…,if B*S fans used their energy to educate people on what they fight for, instead of outright harrassing other fans/artists/anyone who disagrees with them basically with misogynistic + homophobic remarks, then maybe they’d be taken a little bit more seriously 😞,,,,,,,,,
2021-03-17 02:24:36,TalkinLadyShiva,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:24:43,Wolfesghost,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:24:47,kayleeee,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:24:47,TheBlack6host,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:24:50,Bardcraft22,True,False,RT @ZachariusD: i'm not gonna rt that Steven Crowder video making the rounds today because it fucking sucks. however, today seems like a pr…,,,,,,,,,,,
2021-03-17 02:24:59,cornbreadist,True,True,RT @eshaLegal: Banned content = Nazi symbols and hate speech.,Russia's state communications watchdog, Roskomnadzor, has threatened to block Twitter in a month's time if the social-media network doesn't begin removing banned content.,,,,,,,,,
https://t.co/9dyLGvGLnJ,,,,,,,,,,,,,,,,
2021-03-17 02:25:03,DanaHoule,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:25:14,ToastedPecans,True,True,RT @joonality: you are neither middle eastern nor muslim. stop being performative when u avidly participate in hate speech 😕 https://t.co/w…,if B*S fans used their energy to educate people on what they fight for, instead of outright harrassing other fans/artists/anyone who disagrees with them basically with misogynistic + homophobic remarks, then maybe they’d be taken a little bit more seriously 😞,,,,,,,,,
2021-03-17 02:25:19,LetsTalkTommie,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:25:21,BeccaAmodeo,True,True,RT @ApocalypticaNow: It is not a coincidence that elders and women make up the majority of the victims of recent attacks on the Asian Ameri…,“Atlanta police said they found four women — who all appeared to be Asian — dead inside two massage parlors across the street from each other. The sheriff’s office in nearby Cherokee County said four people were killed...at an Asian massage parlor there.” https://t.co/IKMMwHpQqb,,,,,,,,,,,
2021-03-17 02:25:24,kathyco27322014,True,False,RT @dhershiser: This is for the slow people in the back...Free speech is NOT hate speech! If you don’t have something nice to say then shut…,,,,,,,,,,,,
2021-03-17 02:25:29,piedxpiper7,True,True,RT @joonality: you are neither middle eastern nor muslim. stop being performative when u avidly participate in hate speech 😕 https://t.co/s…,if B*S fans used their energy to educate people on what they fight for, instead of outright harrassing other fans/artists/anyone who disagrees with them basically with misogynistic + homophobic remarks, then maybe they’d be taken a little bit more seriously 😞,,,,,,,,,
2021-03-17 02:25:34,kokoonute,False,False,@subtanyarl Gini nih, udah ga tau permasalahannya ikut ikutan hate speech ke army, udah di kasih tau pun yg dilihat ya tetep kejelekannya.,,,,,,,,,,
2021-03-17 02:25:59,Devon_L_Koh,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:26:03,bosskii,True,False,RT @POC_Culture: I’m sick. Every evening my dad goes for a walk around the neighborhood they’ve lived in for over 20 years and I’m terrifie…,,,,,,,,,,,,
2021-03-17 02:26:09,CherylGustafson,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:26:11,eflind,True,True,RT @POC_Culture: “KUNG FLU”,,,,,,,,,,,,
“CHINA VIRUS”,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Anyone who ever acted like this kind of hate speech was ok - OWN THIS.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Targeting a group of peo…,BREAKING: Eight people killed, many of them Asian women, in shootings at three Atlanta-area massage parlors https://t.co/4tNk7SsGjv,,,,,,,,,,,,,
2021-03-17 02:26:12,JulipTide,True,False,RT @dhershiser: This is for the slow people in the back...Free speech is NOT hate speech! If you don’t have something nice to say then shut…,,,,,,,,,,,,
2021-03-17 02:26:14,LMAClub,False,True,Candace is nut bag. Which is disappointing ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
